,amenity,building,shop,office,way
556,bank,,,,POINT (121.0104587 14.6183432)
557,restaurant,,,,POINT (121.0096736 14.6186915)
558,,,,,POINT (121.0096736 14.6187864)
559,,,car_parts,,POINT (121.0099209 14.6188253)
560,,,,,POINT (121.0096812 14.6188856)
561,,,,,POINT (121.0096812 14.6189556)
562,,,car_parts,,POINT (121.0099148 14.6188626)
563,,,car_parts,,POINT (121.0099097 14.6189)
564,,,car_parts,,POINT (121.0099057 14.6189334)
565,,,car_parts,,POINT (121.0099036 14.6189738)
566,,,car_parts,,POINT (121.0099036 14.6190111)
567,,,car_parts,,POINT (121.0099603 14.618703)
568,,,,,POINT (121.0096704 14.6190465)
569,dentist,,,,POINT (121.0096597 14.6191269)
570,,,car_parts,,POINT (121.0098955 14.6190456)
571,,,car_parts,,POINT (121.0098925 14.6190829)
572,,,car_parts,,POINT (121.0098894 14.6191183)
573,,,car_parts,,POINT (121.0098853 14.6191547)
574,,,pawnbroker,,POINT (121.0096526 14.6192224)
575,bank,,,,POINT (121.0098813 14.6192049)
576,,,,,POINT (121.0096632 14.619397)
577,,,car_parts,,POINT (121.0096278 14.6194146)
578,,,car_parts,,POINT (121.0096318 14.6194538)
579,,,car_parts,,POINT (121.0096219 14.6194904)
580,,,,,POINT (121.0096455 14.6195032)
581,,,,,POINT (121.0098382 14.6194195)
582,,,car_parts,,POINT (121.0098866 14.6194352)
583,,,car_parts,,POINT (121.0098724 14.6194626)
584,,,car_parts,,POINT (121.0098724 14.6194917)
585,,,car_parts,,POINT (121.0098706 14.6195225)
586,,,convenience,,POINT (121.0096243 14.6196402)
587,,,car_parts,,POINT (121.0098662 14.6195559)
588,,,car_parts,,POINT (121.0098692 14.6195893)
589,,,car_parts,,POINT (121.0098629 14.6196482)
590,,,car_parts,,POINT (121.0098609 14.6196876)
591,,,car_parts,,POINT (121.0096314 14.6198388)
592,,,car_parts,,POINT (121.0098497 14.6197938)
593,,,car_parts,,POINT (121.0098578 14.6197318)
594,,,car_parts,,POINT (121.0098456 14.619838)
595,,,car_parts,,POINT (121.0096137 14.6199484)
596,,,,,POINT (121.0096066 14.6200477)
597,,,car_parts,,POINT (121.0098401 14.619896)
598,,,car_parts,,POINT (121.0098383 14.6199294)
599,,,car_parts,,POINT (121.0098383 14.6199628)
600,,,car_parts,,POINT (121.0098356 14.6200013)
601,,,car_parts,,POINT (121.0098294 14.6200527)
602,public_building,,,,POINT (121.010581 14.618881)
603,pharmacy,,,,POINT (121.0142425 14.6182915)
604,fast_food,,,,POINT (121.0141674 14.6184057)
605,public_building,,,,POINT (121.012016 14.61897)
606,public_building,,,,POINT (121.013397 14.619071)
607,embassy,,,yes,POINT (121.0141393 14.6189588)
608,,,,company,POINT (121.0142439 14.6191508)
609,,,clothes,,POINT (121.013291 14.6195511)
610,,,,,POINT (121.0095641 14.6202222)
611,restaurant,,,,POINT (121.0098217 14.6201364)
612,fast_food,,,,POINT (121.0098553 14.6201084)
613,,,car_parts,,POINT (121.0097678 14.6203988)
614,,,car_parts,,POINT (121.0097832 14.6202691)
615,,,car_parts,,POINT (121.0097817 14.6203108)
616,fast_food,,,,POINT (121.0098382 14.6202745)
617,,,car_parts,,POINT (121.0097817 14.6203555)
618,,,car_parts,,POINT (121.0097663 14.6204494)
619,,,car_parts,,POINT (121.0097617 14.6204956)
620,,,car_parts,,POINT (121.0097579 14.6205782)
621,,,car_parts,,POINT (121.0097508 14.6206261)
622,,,car_parts,,POINT (121.0097455 14.6206758)
623,,,car_parts,,POINT (121.0097758 14.6207124)
624,fast_food,,,,POINT (121.0095518 14.6209242)
625,,,,,POINT (121.0094261 14.621171)
626,,,,,POINT (121.0094119 14.6213525)
627,restaurant,,,,POINT (121.009719 14.6208727)
628,,,car_parts,,POINT (121.0097473 14.6212357)
629,,,car_parts,,POINT (121.0097313 14.6213624)
630,,,car_parts,,POINT (121.0094155 14.621534)
631,,,,,POINT (121.0094049 14.6216812)
632,,,car_parts,,POINT (121.0092445 14.6221018)
633,,,car_parts,,POINT (121.0093309 14.6220216)
634,,,car_parts,,POINT (121.0093834 14.6219595)
635,,,car_parts,,POINT (121.0093566 14.6219888)
636,,,car_parts,,POINT (121.0092912 14.622051)
637,,,car_parts,,POINT (121.0093064 14.6220351)
638,,,car_parts,,POINT (121.0092678 14.6220803)
639,,,car_parts,,POINT (121.0097296 14.6214463)
640,,,car_parts,,POINT (121.0097437 14.6215063)
641,bank,,,,POINT (121.009742 14.621561)
642,,,car_parts,,POINT (121.0096959 14.6216638)
643,bank,,,,POINT (121.0096871 14.621722)
644,bank,,,,POINT (121.00968 14.6218333)
645,,,car_parts,,POINT (121.0096765 14.6219052)
646,,,car_parts,,POINT (121.0090752 14.6222758)
647,,,car_parts,,POINT (121.0091686 14.6221809)
648,,,car_parts,,POINT (121.0091943 14.6221583)
649,,,car_parts,,POINT (121.0092211 14.6221267)
650,,,car_parts,,POINT (121.0091196 14.6222238)
651,,,car_parts,,POINT (121.0091102 14.6222396)
652,,,car_parts,,POINT (121.0090892 14.62226)
653,,,car_parts,,POINT (121.0090262 14.6223243)
654,,,car_parts,,POINT (121.00906 14.6222972)
655,,,car_parts,,POINT (121.0090448 14.6223097)
656,,,car_parts,,POINT (121.0090122 14.6223424)
657,,,car_parts,,POINT (121.0089993 14.622365)
658,,,car_parts,,POINT (121.0089514 14.6224113)
659,,,car_parts,,POINT (121.0089678 14.622391)
660,,,car_parts,,POINT (121.0089795 14.6223752)
661,,,car_parts,,POINT (121.0089304 14.6224351)
662,,,car_parts,,POINT (121.0092502 14.6223452)
663,,,car_parts,,POINT (121.0091979 14.6223997)
664,,,car_parts,,POINT (121.0092234 14.6223737)
665,,,car_parts,,POINT (121.0091711 14.6224295)
666,,,car_parts,,POINT (121.0094205 14.6221752)
667,,,car_parts,,POINT (121.0093347 14.6222608)
668,,,car_parts,,POINT (121.0093628 14.6222323)
669,,,car_parts,,POINT (121.0093937 14.622205)
670,,,car_parts,,POINT (121.0094396 14.6221531)
671,,,car_parts,,POINT (121.0094755 14.6221181)
672,,,car_parts,,POINT (121.0092958 14.6223036)
673,,,car_parts,,POINT (121.008982 14.6226203)
674,,,car_parts,,POINT (121.009041 14.622558)
675,,,car_parts,,POINT (121.0091308 14.6224684)
676,,,car_parts,,POINT (121.009096 14.6225074)
677,,,car_parts,,POINT (121.0089377 14.6226851)
678,bank,,,,POINT (121.0089243 14.6227903)
679,bench,,,,POINT (121.0109136 14.6218979)
680,place_of_worship,,,,POINT (121.0157075 14.6118191)
681,,,,,POINT (121.0165715 14.6119069)
682,,,,,POINT (121.0170744 14.6123586)
683,school,,,,POINT (121.015869 14.61304)
684,fuel,,,,POINT (121.0165585 14.6143747)
685,,,,,POINT (121.0169657 14.6142322)
686,,,,company,POINT (121.0173261 14.6119413)
687,,,funeral_directors,,POINT (121.0171974 14.6121796)
688,,,,,POINT (121.0179648 14.6126747)
689,,house,,,POINT (121.0192606 14.6133947)
690,,,,,POINT (121.0145121 14.6150923)
691,parking,,,,POINT (121.0147463 14.6158974)
692,bank,,,,POINT (121.016427 14.6150261)
693,bank,,,,POINT (121.0165021 14.6148081)
694,,,hardware,,POINT (121.0171049 14.6145981)
695,bank,,,,POINT (121.0169738 14.6150137)
696,,,,,POINT (121.0168759 14.6151591)
697,bank,,,,POINT (121.0169524 14.6151902)
698,,,,,POINT (121.0165877 14.6153351)
699,,,,,POINT (121.0167766 14.6153198)
700,bank,,,,POINT (121.0168301 14.6154107)
701,,,car_repair,,POINT (121.0168611 14.6156497)
702,,,,,POINT (121.0148811 14.6163196)
703,,,,,POINT (121.0165363 14.61606)
704,,,,,POINT (121.0158996 14.6170213)
705,,,,,POINT (121.0160303 14.6170092)
706,fire_station,,,,POINT (121.0177193 14.615719)
707,,,travel_agency,,POINT (121.0174592 14.6163173)
708,,,,,POINT (121.024799 14.6130538)
709,,,,company,POINT (121.0231496 14.6143612)
710,,,,,POINT (121.0222474 14.6163869)
711,,,,,POINT (121.023617 14.614597)
712,,yes,,,POINT (121.0251676 14.6157682)
713,,,,,POINT (121.0232908 14.6161293)
714,restaurant,,,,POINT (121.0157107 14.6175625)
715,,,,government,POINT (121.0153437 14.6178215)
716,,,,,POINT (121.0154169 14.6178753)
717,,,,,POINT (121.0155328 14.6176569)
718,bank,,,,POINT (121.0145947 14.6185953)
719,,,,,POINT (121.0152195 14.618369)
720,,,,,POINT (121.01552 14.6185484)
721,,,supermarket,,POINT (121.0145135 14.6187175)
722,fuel,,,,POINT (121.0145036 14.6190183)
723,,,,,POINT (121.0147897 14.6187988)
724,,,,,POINT (121.0147879 14.618893)
725,,,,,POINT (121.0149676 14.6188788)
726,,,,,POINT (121.0150189 14.6190761)
727,,,,,POINT (121.0155147 14.6187716)
728,,,,,POINT (121.0155677 14.6188966)
729,,,car_repair,,POINT (121.0147423 14.6199423)
730,,,,,POINT (121.0159681 14.6193586)
731,pharmacy,,,,POINT (121.0167166 14.6192779)
732,bank,,,,POINT (121.0166898 14.6196044)
733,pharmacy,,,,POINT (121.0168239 14.6196358)
734,,,convenience,,POINT (121.0178156 14.620015)
735,,,car_repair,,POINT (121.0147365 14.6202023)
736,,,,,POINT (121.0151124 14.6201328)
737,,,,,POINT (121.0152299 14.6213277)
738,,,guns,,POINT (121.0149376 14.6219617)
739,,,,,POINT (121.0153592 14.6223975)
740,college,,,,POINT (121.01831 14.62025)
741,,,,,POINT (121.0182898 14.6205938)
742,,,,,POINT (121.017693 14.620745)
743,,,,,POINT (121.0189005 14.6202877)
744,bank,,,,POINT (121.0197148 14.6205398)
745,,,convenience,,POINT (121.0198731 14.6205877)
746,,,,,POINT (121.0192988 14.6208572)
747,,,doityourself,,POINT (121.0194304 14.6213388)
748,pharmacy,,,,POINT (121.019319 14.6215117)
749,,,supermarket,,POINT (121.019589 14.6216388)
750,place_of_worship,,,,POINT (121.020408 14.6189496)
751,place_of_worship,,,,POINT (121.0234819 14.6192764)
752,,,laundry,,POINT (121.0249681 14.6199666)
753,,,laundry,,POINT (121.0250629 14.6198242)
754,,,books,,POINT (121.0199475 14.6206092)
755,restaurant,,,,POINT (121.0200635 14.620654)
756,cafe,,,,POINT (121.020229 14.6207059)
757,hospital,,,,POINT (121.0213368 14.6205186)
758,fast_food,,,,POINT (121.0216301 14.6207652)
759,bank,,,,POINT (121.0218452 14.6208339)
760,,,supermarket,,POINT (121.0221764 14.6208425)
761,university,,,,POINT (121.0220362 14.6212588)
762,,,,,POINT (121.0211364 14.6227661)
763,fast_food,,,,POINT (121.0225487 14.6214779)
764,post_box,,,,POINT (121.0230653 14.6211205)
765,bank,,,,POINT (121.0233683 14.6213541)
766,cafe,,,,POINT (121.022656 14.6215087)
767,restaurant,,,,POINT (121.0228418 14.6215018)
768,fast_food,,,,POINT (121.0230345 14.6215693)
769,pharmacy,,,,POINT (121.0236034 14.6214434)
770,parking,,,,POINT (121.0233725 14.6218996)
771,bank,,,,POINT (121.0234798 14.6221222)
772,atm,,,,POINT (121.0235549 14.6227191)
773,,,convenience,,POINT (121.0240186 14.6215136)
774,restaurant,,,,POINT (121.0242415 14.62165)
775,restaurant,,,,POINT (121.0244039 14.6217071)
776,bank,,,,POINT (121.0245268 14.6217682)
777,restaurant,,,,POINT (121.0240752 14.6220029)
778,restaurant,,,,POINT (121.0247404 14.6217901)
779,place_of_worship,,,,POINT (121.0242411 14.6222154)
780,,,,,POINT (121.0043607 14.623703)
781,,,,,POINT (121.0050392 14.6229789)
782,place_of_worship,,,,POINT (121.0049348 14.6234743)
783,,,,,POINT (121.0047395 14.6249681)
784,,terrace,,,POINT (121.0054484 14.6255112)
785,,,car_parts,,POINT (121.006163 14.6253196)
786,,,car_parts,,POINT (121.0061141 14.625373)
787,,,car_parts,,POINT (121.0061409 14.6253431)
788,,,car_parts,,POINT (121.0059813 14.6255027)
789,,,car_parts,,POINT (121.0059437 14.6255108)
790,,,car_parts,,POINT (121.0060672 14.625408)
791,,,car_parts,,POINT (121.006047 14.6254378)
792,,,car_parts,,POINT (121.0060873 14.625395)
793,,,car_parts,,POINT (121.0061023 14.6254014)
794,,,car_parts,,POINT (121.0060135 14.6254716)
795,public_building,,,,POINT (121.0071066 14.6230571)
796,bank,,,,POINT (121.00746 14.6238307)
797,bank,,,,POINT (121.0073843 14.6239804)
798,bank,,,,POINT (121.0072979 14.62407)
799,,,car_parts,,POINT (121.0081594 14.6231446)
800,,,travel_agency,,POINT (121.0082077 14.6231057)
801,,,stationery,,POINT (121.0079901 14.6231688)
802,,,car_parts,,POINT (121.0081272 14.6231809)
803,bank,,,,POINT (121.0080687 14.6232204)
804,,,,,POINT (121.0080516 14.6234554)
805,,,car_parts,,POINT (121.0083445 14.6229915)
806,,,car_parts,,POINT (121.0082479 14.6230615)
807,,,car_parts,,POINT (121.0087231 14.6229083)
808,,,car_parts,,POINT (121.0086896 14.6229369)
809,,,car_parts,,POINT (121.0087714 14.622837)
810,bank,,,,POINT (121.0086829 14.6230459)
811,bank,,,,POINT (121.00864 14.623086)
812,,,car_parts,,POINT (121.0083602 14.6232683)
813,,,car_parts,,POINT (121.0084466 14.6231858)
814,,,car_parts,,POINT (121.0083999 14.623231)
815,,,bakery,,POINT (121.008303 14.6233202)
816,,,car_parts,,POINT (121.0082469 14.6233824)
817,fast_food,,,,POINT (121.0082388 14.6234408)
818,bank,,,,POINT (121.0077458 14.6235545)
819,,,,association,POINT (121.0075737 14.6236728)
820,,,,,POINT (121.0079325 14.6235619)
821,,,,,POINT (121.0081636 14.6234905)
822,,,,estate_agent,POINT (121.0078083 14.6239169)
823,,,convenience,,POINT (121.0077694 14.6239597)
824,post_office,,,,POINT (121.0077201 14.6240176)
825,pharmacy,,,,POINT (121.0083253 14.6241372)
826,,,car_parts,,POINT (121.0066519 14.6248406)
827,,,car_parts,,POINT (121.0068048 14.6246927)
828,,,car_parts,,POINT (121.0067673 14.6247472)
829,,,car_parts,,POINT (121.0067163 14.6247887)
830,,,car_parts,,POINT (121.0066895 14.6248146)
831,,,,,POINT (121.006848 14.6248414)
832,,,car_parts,,POINT (121.0069524 14.6245499)
833,,,car_parts,,POINT (121.0068665 14.624633)
834,,,car_parts,,POINT (121.006896 14.6246096)
835,,,,,POINT (121.0070004 14.6246762)
836,,,,,POINT (121.007102 14.6245798)
837,,,,,POINT (121.0070756 14.6246034)
838,,,,,POINT (121.0070533 14.624625)
839,,,,,POINT (121.0070248 14.6246486)
840,,,car_parts,,POINT (121.0070426 14.6246553)
841,,,,,POINT (121.0069171 14.6247627)
842,,,car_parts,,POINT (121.0069638 14.6247175)
843,,,,,POINT (121.0069821 14.6246978)
844,,,,estate_agent,POINT (121.0069455 14.6247411)
845,,,car_parts,,POINT (121.0068906 14.6247883)
846,,,electronics,,POINT (121.0068703 14.6248119)
847,,,car_parts,,POINT (121.0064427 14.6250327)
848,,,car_parts,,POINT (121.0064856 14.6250067)
849,,,car_parts,,POINT (121.0063303 14.6251548)
850,,,car_parts,,POINT (121.006284 14.6251967)
851,,,car_parts,,POINT (121.0063065 14.6251759)
852,,,car_parts,,POINT (121.0065876 14.6248977)
853,,,car_parts,,POINT (121.0066224 14.6248795)
854,,,car_parts,,POINT (121.0065366 14.6249574)
855,,,,,POINT (121.0067585 14.6249417)
856,,,,,POINT (121.0068195 14.6248728)
857,,,,,POINT (121.0067849 14.6249063)
858,,,car_parts,,POINT (121.0067301 14.6249653)
859,,,tea,,POINT (121.0066351 14.6250699)
860,,,car_parts,,POINT (121.0062491 14.6252353)
861,,,car_parts,,POINT (121.0062216 14.6252616)
862,,,car_parts,,POINT (121.0062344 14.6252492)
863,,,car_parts,,POINT (121.0062092 14.6252771)
864,,,car_parts,,POINT (121.0062652 14.6252184)
865,,,car_parts,,POINT (121.006179 14.6253063)
866,,,car_parts,,POINT (121.0061925 14.6252921)
867,,,car_parts,,POINT (121.0063898 14.6253971)
868,,,,,POINT (121.007675 14.6248155)
869,,,,,POINT (121.0078417 14.6249624)
870,place_of_worship,,,,POINT (121.0079116 14.6253971)
871,,,car_repair,,POINT (121.0038984 14.6262344)
872,,,car_repair,,POINT (121.0040218 14.6263434)
873,,,car_parts,,POINT (121.004111 14.6264351)
874,,,car,,POINT (121.0042894 14.6265768)
875,clinic,,,,POINT (121.0045989 14.6266478)
876,bank,,,,POINT (121.0046483 14.6269008)
877,,residential,,,POINT (121.0053472 14.6260476)
878,,,car_parts,,POINT (121.00577 14.6256725)
879,,,bakery,,POINT (121.0056297 14.6258342)
880,,,car_parts,,POINT (121.0058968 14.625578)
881,,,car_parts,,POINT (121.00587 14.6256014)
882,,,car_parts,,POINT (121.0060809 14.6256941)
883,,,car_parts,,POINT (121.0059894 14.6258022)
884,,,car_parts,,POINT (121.0059264 14.6258671)
885,,,car_parts,,POINT (121.0060362 14.6257432)
886,bank,,,,POINT (121.005796 14.6260003)
887,,,beverages,,POINT (121.0058125 14.6260988)
888,,,car_parts,,POINT (121.0058573 14.6259439)
889,post_office,,,,POINT (121.0058613 14.626163)
890,,,car_parts,,POINT (121.0049889 14.6265785)
891,,,car_parts,,POINT (121.005007 14.6265616)
892,restaurant,,,,POINT (121.00533 14.6264305)
893,,,car_repair,,POINT (121.004944 14.6266109)
894,,,car_parts,,POINT (121.0049574 14.6266031)
895,bank,,,,POINT (121.0049268 14.626629)
896,,,car_parts,,POINT (121.0049789 14.626583)
897,,,car_parts,,POINT (121.0049695 14.6265908)
898,bank,,,,POINT (121.004925 14.6269047)
899,fast_food,,,,POINT (121.0042844 14.6271084)
900,bank,,,,POINT (121.004398 14.6271178)
901,,,car_parts,,POINT (121.0045857 14.6269578)
902,,,car_parts,,POINT (121.0044883 14.6270349)
903,,,car_parts,,POINT (121.0045204 14.6270381)
904,bank,,,,POINT (121.0044498 14.6270735)
905,,,car_parts,,POINT (121.0047617 14.6270395)
906,fast_food,,,,POINT (121.0046078 14.6272538)
907,cafe,,,,POINT (121.0044946 14.6274406)
908,fast_food,,,,POINT (121.0037873 14.6279705)
909,fast_food,,,,POINT (121.0043798 14.6277184)
910,pharmacy,,,,POINT (121.0042567 14.6278195)
911,,,,,POINT (121.0042085 14.6278895)
912,,,convenience,,POINT (121.0042616 14.6279145)
913,bank,,,,POINT (121.0046223 14.6278417)
914,fast_food,,,,POINT (121.004185 14.6280702)
915,,,convenience,,POINT (121.004253 14.6281848)
916,,,bakery,,POINT (121.0042772 14.6281251)
917,,,confectionery,,POINT (121.0044462 14.6282743)
918,studio,,,,POINT (121.0045199 14.6280707)
919,restaurant,,,,POINT (121.0050456 14.627086)
920,restaurant,,,,POINT (121.0057562 14.62767)
921,restaurant,,,,POINT (121.0056416 14.6280154)
922,,,car_parts,,POINT (121.0062333 14.6257177)
923,,,car_parts,,POINT (121.0063146 14.6256469)
924,,,car_parts,,POINT (121.010175 14.624126)
925,,,convenience,,POINT (121.0108213 14.6233802)
926,,,computer,,POINT (121.0089448 14.6247958)
927,,,,,POINT (121.0137901 14.6236236)
928,clinic,,,,POINT (121.0136868 14.6249354)
929,pharmacy,,,,POINT (121.0106995 14.6256006)
930,,,,,POINT (121.0107163 14.6257555)
931,,,chemist,,POINT (121.0110487 14.6259859)
932,fast_food,,,,POINT (121.0112009 14.626845)
933,bank,,,,POINT (121.0113106 14.6268536)
934,school,,,,POINT (121.009651 14.627241)
935,,,bookmaker,,POINT (121.0090033 14.6277723)
936,,,,,POINT (121.0124384 14.625846)
937,public_building,,,,POINT (121.012306 14.62706)
938,,,,,POINT (121.0131797 14.6279773)
939,,,,,POINT (121.0133439 14.6282024)
940,,,,,POINT (121.0137858 14.6281484)
941,,,beauty,,POINT (121.0039826 14.6285536)
942,restaurant,,,,POINT (121.0036389 14.6289403)
943,restaurant,,,,POINT (121.0034192 14.6294268)
944,,,,,POINT (121.0077296 14.6297272)
945,fast_food,,,,POINT (121.0035568 14.6336069)
946,,,,,POINT (121.0037233 14.633574)
947,,,,company,POINT (121.0069768 14.6330482)
948,fuel,,,,POINT (121.0088307 14.6330675)
949,school,,,,POINT (121.0092096 14.6294308)
950,,,,,POINT (121.010777 14.631033)
951,,,,,POINT (121.0116336 14.6303651)
952,bank,,,,POINT (121.0129183 14.6284084)
953,,,,,POINT (121.0125341 14.6294388)
954,,,,,POINT (121.013183 14.6283695)
955,,,,,POINT (121.0133184 14.6285012)
956,,,,,POINT (121.0134824 14.6283301)
957,,,,,POINT (121.0132613 14.6286596)
958,pharmacy,,,,POINT (121.0134248 14.6287832)
959,,,car,,POINT (121.013629 14.6289601)
960,,,supermarket,,POINT (121.013961 14.628423)
961,,,car,,POINT (121.0142915 14.6286419)
962,college,,,,POINT (121.0137037 14.6291193)
963,,,car,,POINT (121.014214 14.6296301)
964,,,,,POINT (121.0119449 14.6300972)
965,,,,,POINT (121.0120975 14.6302666)
966,,,,company,POINT (121.0128363 14.6298005)
967,,,,,POINT (121.0118647 14.6308833)
968,,,books,,POINT (121.0097835 14.6310867)
969,,,,,POINT (121.0100656 14.6316765)
970,fuel,,,,POINT (121.0093535 14.6317909)
971,,,,,POINT (121.0094393 14.632495)
972,,,,,POINT (121.0092305 14.6331893)
973,,,,,POINT (121.0155148 14.6235913)
974,fuel,,,,POINT (121.0152061 14.6248451)
975,,,,,POINT (121.0156328 14.624645)
976,,,,,POINT (121.0156733 14.6252264)
977,,,,,POINT (121.0154289 14.6261711)
978,fuel,,,,POINT (121.0148134 14.6263525)
979,school,,,,POINT (121.0148023 14.6272108)
980,,,,,POINT (121.0145051 14.6273524)
981,place_of_worship,,,,POINT (121.016221 14.6282417)
982,,,,religion,POINT (121.0213317 14.627468)
983,townhall,,,,POINT (121.0216569 14.6280791)
984,,,,,POINT (121.0229747 14.6271876)
985,place_of_worship,,,,POINT (121.0250909 14.6273397)
986,,,hairdresser,,POINT (121.0253893 14.6282897)
987,,,car,,POINT (121.014853 14.6289069)
988,,,car,,POINT (121.0154771 14.6296717)
989,fuel,,,,POINT (121.0154388 14.6307344)
990,,,car,,POINT (121.0156264 14.6309635)
991,,,convenience,,POINT (121.0161558 14.6296887)
992,fast_food,,,,POINT (121.016079 14.6302651)
993,place_of_worship,,,,POINT (121.0167108 14.6301206)
994,,,,government,POINT (121.0167887 14.6308131)
995,,,hairdresser,,POINT (121.019821 14.6289729)
996,restaurant,,,,POINT (121.0179243 14.6300266)
997,restaurant,,,,POINT (121.0198413 14.6297279)
998,,,outdoor,,POINT (121.0163503 14.6315659)
999,public_building,,,government,POINT (121.0170362 14.6310692)
1000,,,,,POINT (121.0170519 14.6312451)
1001,,,,,POINT (121.0170927 14.6315701)
